Date,State,TotalSamples,Negative,Positive,total_positive
11-04-2021,Maharashtra,22114372,,,96901583
12-04-2021,Maharashtra,22322393,,,96901583
13-04-2021,Maharashtra,22560051,,,96901583
14-04-2021,Maharashtra,22802200,,,96901583
15-04-2021,Maharashtra,23036652,,,96901583
16-04-2021,Maharashtra,23308878,,,96901583
17-04-2021,Maharashtra,23580913,,,96901583
18-04-2021,Maharashtra,23854185,,,96901583
19-04-2021,Maharashtra,24075811,,,96901583
20-04-2021,Maharashtra,24341736,,,96901583
21-04-2021,Maharashtra,24614480,,,96901583
22-04-2021,Maharashtra,24895986,,,96901583
23-04-2021,Maharashtra,25173596,,,96901583
24-04-2021,Maharashtra,25460008,,,96901583
25-04-2021,Maharashtra,25749543,,,96901583
26-04-2021,Maharashtra,25972018,,,96901583
27-04-2021,Maharashtra,26254737,,,96901583
28-04-2021,Maharashtra,26527862,,,96901583
29-04-2021,Maharashtra,26816075,,,96901583
30-04-2021,Maharashtra,27106282,,,96901583
01-05-2021,Maharashtra,27395288,,,96901583
02-05-2021,Maharashtra,27652758,,,96901583
03-05-2021,Maharashtra,27864426,,,96901583
04-05-2021,Maharashtra,28105382,,,96901583
05-05-2021,Maharashtra,28384582,,,96901583
06-05-2021,Maharashtra,28661668,,,96901583
07-05-2021,Maharashtra,28930580,,,96901583
08-05-2021,Maharashtra,29191331,,,96901583
09-05-2021,Maharashtra,29438797,,,96901583
10-05-2021,Maharashtra,29631127,,,96901583
11-05-2021,Maharashtra,29848791,,,96901583
12-05-2021,Maharashtra,30100958,,,96901583
13-05-2021,Maharashtra,30351356,,,96901583
14-05-2021,Maharashtra,30602140,,,96901583
15-05-2021,Maharashtra,30839404,,,96901583
16-05-2021,Maharashtra,31103991,,,96901583
17-05-2021,Maharashtra,31338407,,,96901583
18-05-2021,Maharashtra,31588717,,,96901583
19-05-2021,Maharashtra,31874364,,,96901583
20-05-2021,Maharashtra,32154275,,,96901583
21-05-2021,Maharashtra,32441776,,,96901583
22-05-2021,Maharashtra,32723361,,,96901583
23-05-2021,Maharashtra,33013516,,,96901583
24-05-2021,Maharashtra,33277290,,,96901583
25-05-2021,Maharashtra,33541565,,,96901583
26-05-2021,Maharashtra,33824959,,,96901583
27-05-2021,Maharashtra,34086110,,,96901583
28-05-2021,Maharashtra,34350186,,,96901583
29-05-2021,Maharashtra,34608945,,,96901583
30-05-2021,Maharashtra,34861608,,,96901583
31-05-2021,Maharashtra,35055054,,,96901583
01-06-2021,Maharashtra,35277653,,,96901583
02-06-2021,Maharashtra,35514594,,,96901583
03-06-2021,Maharashtra,35774626,,,96901583
04-06-2021,Maharashtra,36031395,,,96901583
05-06-2021,Maharashtra,36271483,,,96901583
06-06-2021,Maharashtra,36508967,,,96901583
07-06-2021,Maharashtra,36696139,,,96901583
08-06-2021,Maharashtra,36907181,,,96901583
09-06-2021,Maharashtra,37128093,,,96901583
10-06-2021,Maharashtra,37356704,,,96901583
11-06-2021,Maharashtra,37611005,,,96901583
12-06-2021,Maharashtra,37834054,,,96901583
13-06-2021,Maharashtra,38046590,,,96901583
14-06-2021,Maharashtra,38215492,,,96901583
15-06-2021,Maharashtra,38418130,,,96901583
16-06-2021,Maharashtra,38641639,,,96901583
17-06-2021,Maharashtra,38857644,,,96901583
18-06-2021,Maharashtra,39078541,,,96901583
19-06-2021,Maharashtra,39312920,,,96901583
20-06-2021,Maharashtra,39514858,,,96901583
21-06-2021,Maharashtra,39669693,,,96901583
22-06-2021,Maharashtra,39886554,,,96901583
23-06-2021,Maharashtra,40128355,,,96901583
24-06-2021,Maharashtra,40360931,,,96901583
25-06-2021,Maharashtra,40596965,,,96901583
26-06-2021,Maharashtra,40831332,,,96901583
27-06-2021,Maharashtra,41042198,,,96901583
28-06-2021,Maharashtra,41208361,,,96901583
29-06-2021,Maharashtra,41398501,,,96901583
30-06-2021,Maharashtra,41637950,,,96901583
01-07-2021,Maharashtra,41875217,,,96901583
02-07-2021,Maharashtra,42096506,,,96901583
03-07-2021,Maharashtra,42320880,,,96901583
04-07-2021,Maharashtra,42542943,,,96901583
05-07-2021,Maharashtra,42712460,,,96901583
06-07-2021,Maharashtra,42908288,,,96901583
14-04-2020,Manipur,276,,2,2
17-04-2020,Manipur,311,,2,4
24-04-2020,Manipur,402,,2,6
25-04-2020,Manipur,416,,2,8
30-04-2020,Manipur,459,,2,10
01-05-2020,Manipur,461,,2,12
02-05-2020,Manipur,468,,2,14
04-05-2020,Manipur,571,,2,16
07-05-2020,Manipur,684,,2,18
08-05-2020,Manipur,756,,2,20
09-05-2020,Manipur,865,,2,22
10-05-2020,Manipur,1096,,2,24
11-05-2020,Manipur,1337,,2,26
13-05-2020,Manipur,1706,,2,28
15-05-2020,Manipur,1799,,3,31
16-05-2020,Manipur,1900,,4,35
18-05-2020,Manipur,2483,,7,42
20-05-2020,Manipur,3087,,20,62
22-05-2020,Manipur,3721,,26,88
23-05-2020,Manipur,4094,,29,117
25-05-2020,Manipur,5041,,36,153
26-05-2020,Manipur,6233,,39,192
27-05-2020,Manipur,6836,,44,236
28-05-2020,Manipur,7758,,55,291
29-05-2020,Manipur,8596,,59,350
03-06-2020,Manipur,12454,,118,468
05-06-2020,Manipur,14629,,132,600
07-06-2020,Manipur,17028,,172,772
09-06-2020,Manipur,18612,,304,1076
10-06-2020,Manipur,19756,,311,1387
11-06-2020,Manipur,20528,,366,1753
13-06-2020,Manipur,24046,,449,2202
14-06-2020,Manipur,25226,,458,2660
15-06-2020,Manipur,26458,,490,3150
17-06-2020,Manipur,29865,,552,3702
18-06-2020,Manipur,30476,,606,4308
19-06-2020,Manipur,32093,,681,4989
21-06-2020,Manipur,35943,,841,5830
22-06-2020,Manipur,38286,,898,6728
23-06-2020,Manipur,40829,,921,7649
24-06-2020,Manipur,43477,,970,8619
25-06-2020,Manipur,45253,,1056,9675
27-06-2020,Manipur,48220,,1092,10767
29-06-2020,Manipur,49882,,1227,11994
02-07-2020,Manipur,53030,,1279,13273
03-07-2020,Manipur,53608,,1316,14589
04-07-2020,Manipur,54483,,1325,15914
06-07-2020,Manipur,56584,,1390,17304
07-07-2020,Manipur,57769,,1430,18734
09-07-2020,Manipur,59740,,1450,20184
10-07-2020,Manipur,60887,,1582,21766
11-07-2020,Manipur,61897,,1593,23359
12-07-2020,Manipur,63534,,1609,24968
15-07-2020,Manipur,65866,,1700,26668
17-07-2020,Manipur,68554,,1800,28468
18-07-2020,Manipur,70195,,1891,30359
19-07-2020,Manipur,71016,,1911,32270
20-07-2020,Manipur,71703,,1925,34195
21-07-2020,Manipur,73053,,2015,36210
22-07-2020,Manipur,73866,,2060,38270
23-07-2020,Manipur,74614,,2115,40385
24-07-2020,Manipur,75932,,2146,42531
25-07-2020,Manipur,76992,,2176,44707
26-07-2020,Manipur,78368,,2235,46942
27-07-2020,Manipur,80055,,2286,49228
28-07-2020,Manipur,80603,,2317,51545
29-07-2020,Manipur,83111,,2458,54003
31-07-2020,Manipur,85441,,2621,56624
03-08-2020,Manipur,89403,,2920,59544
04-08-2020,Manipur,90901,,3018,62562
05-08-2020,Manipur,92617,,3093,65655
06-08-2020,Manipur,94808,,3217,68872
07-08-2020,Manipur,96837,,3466,72338
08-08-2020,Manipur,98819,,3635,75973
09-08-2020,Manipur,101230,,3753,79726
10-08-2020,Manipur,103268,,3853,83579
11-08-2020,Manipur,104263,,,83579
13-08-2020,Manipur,107469,,,83579
14-08-2020,Manipur,110026,,4198,87777
15-08-2020,Manipur,112780,,4390,92167
16-08-2020,Manipur,115041,,4569,96736
18-08-2020,Manipur,117299,,4765,101501
19-08-2020,Manipur,120135,,,101501
20-08-2020,Manipur,122778,,,101501
21-08-2020,Manipur,125230,,,101501
22-08-2020,Manipur,128468,,,101501
23-08-2020,Manipur,131709,,,101501
24-08-2020,Manipur,135399,,,101501
25-08-2020,Manipur,137384,,,101501
26-08-2020,Manipur,140610,,,101501
27-08-2020,Manipur,142813,,,101501
28-08-2020,Manipur,146140,,,101501
29-08-2020,Manipur,149155,,,101501
30-08-2020,Manipur,152229,,,101501
31-08-2020,Manipur,155216,,,101501
01-09-2020,Manipur,158098,,,101501
02-09-2020,Manipur,160871,,,101501
05-09-2020,Manipur,169093,,,101501
06-09-2020,Manipur,172650,,,101501
07-09-2020,Manipur,174731,,,101501
08-09-2020,Manipur,177002,,,101501
10-09-2020,Manipur,183083,,,101501
11-09-2020,Manipur,185925,,,101501
12-09-2020,Manipur,188526,,,101501
13-09-2020,Manipur,190914,,,101501
14-09-2020,Manipur,193048,,,101501
15-09-2020,Manipur,196010,,,101501
16-09-2020,Manipur,198837,,,101501
17-09-2020,Manipur,201670,,,101501
18-09-2020,Manipur,204871,,,101501
19-09-2020,Manipur,206986,,,101501
20-09-2020,Manipur,209863,,,101501
21-09-2020,Manipur,212175,,,101501
22-09-2020,Manipur,215614,,,101501
23-09-2020,Manipur,217880,,,101501
24-09-2020,Manipur,221490,,,101501
25-09-2020,Manipur,225166,,,101501
26-09-2020,Manipur,228546,,,101501
27-09-2020,Manipur,231305,,,101501
28-09-2020,Manipur,234066,,,101501
29-09-2020,Manipur,238516,,,101501
30-09-2020,Manipur,241648,,,101501
01-10-2020,Manipur,243870,,,101501
02-10-2020,Manipur,246769,,,101501
03-10-2020,Manipur,250089,,,101501
04-10-2020,Manipur,252437,,,101501
05-10-2020,Manipur,254209,,,101501
06-10-2020,Manipur,256590,,,101501
07-10-2020,Manipur,259735,,,101501
08-10-2020,Manipur,271941,,,101501
09-10-2020,Manipur,283615,,,101501
10-10-2020,Manipur,288908,,,101501
11-10-2020,Manipur,292263,,,101501
12-10-2020,Manipur,304487,,,101501
13-10-2020,Manipur,306863,,,101501
15-10-2020,Manipur,311269,,,101501
16-10-2020,Manipur,313601,,,101501
17-10-2020,Manipur,318036,,,101501
18-10-2020,Manipur,320798,,,101501
19-10-2020,Manipur,322852,,,101501
20-10-2020,Manipur,325782,,,101501
21-10-2020,Manipur,327918,,,101501
23-10-2020,Manipur,333718,,,101501
24-10-2020,Manipur,335995,,,101501
25-10-2020,Manipur,337820,,,101501
27-10-2020,Manipur,342491,,,101501
29-10-2020,Manipur,347026,,,101501
31-10-2020,Manipur,351953,,,101501
01-11-2020,Manipur,354210,,,101501
02-11-2020,Manipur,357004,,,101501
03-11-2020,Manipur,358887,,,101501
04-11-2020,Manipur,361324,,,101501
06-11-2020,Manipur,366212,,,101501
07-11-2020,Manipur,368087,,,101501
08-11-2020,Manipur,370815,,,101501
09-11-2020,Manipur,372932,,,101501
11-11-2020,Manipur,377804,,,101501
12-11-2020,Manipur,380271,,,101501
13-11-2020,Manipur,382429,,,101501
14-11-2020,Manipur,384235,,,101501
16-11-2020,Manipur,388588,,,101501
17-11-2020,Manipur,390552,,,101501
18-11-2020,Manipur,391911,,,101501
19-11-2020,Manipur,393807,,,101501
21-11-2020,Manipur,397854,,,101501
22-11-2020,Manipur,400411,,,101501
24-11-2020,Manipur,406095,,,101501
27-11-2020,Manipur,413240,,,101501
28-11-2020,Manipur,415891,,,101501
29-11-2020,Manipur,418298,,,101501
30-11-2020,Manipur,420342,,,101501
01-12-2020,Manipur,423035,,,101501
02-12-2020,Manipur,426119,,,101501
03-12-2020,Manipur,428199,,,101501
04-12-2020,Manipur,430239,,,101501
05-12-2020,Manipur,432298,,,101501
06-12-2020,Manipur,434752,,,101501
07-12-2020,Manipur,437175,,,101501
08-12-2020,Manipur,439844,,,101501
10-12-2020,Manipur,445505,,,101501
11-12-2020,Manipur,447694,,,101501
12-12-2020,Manipur,449857,,,101501
13-12-2020,Manipur,452528,,,101501
14-12-2020,Manipur,454148,,,101501
15-12-2020,Manipur,456528,,,101501
17-12-2020,Manipur,460665,,,101501
22-12-2020,Manipur,468035,,,101501
23-12-2020,Manipur,469290,,,101501
24-12-2020,Manipur,470469,,,101501
25-12-2020,Manipur,471346,,,101501
26-12-2020,Manipur,472612,,,101501
27-12-2020,Manipur,473660,,,101501
28-12-2020,Manipur,474524,,,101501
05-01-2021,Manipur,482953,,,101501
06-01-2021,Manipur,484557,,,101501
07-01-2021,Manipur,486172,,,101501
08-01-2021,Manipur,487250,,,101501
09-01-2021,Manipur,488690,,,101501
10-01-2021,Manipur,489754,,,101501
11-01-2021,Manipur,490599,,,101501
12-01-2021,Manipur,491958,,,101501
13-01-2021,Manipur,493542,,,101501
14-01-2021,Manipur,494623,,,101501
15-01-2021,Manipur,495868,,,101501
16-01-2021,Manipur,496918,,,101501
17-01-2021,Manipur,498157,,,101501
18-01-2021,Manipur,498979,,,101501
19-01-2021,Manipur,499989,,,101501
20-01-2021,Manipur,501237,,,101501
21-01-2021,Manipur,502426,,,101501
22-01-2021,Manipur,503678,,,101501
23-01-2021,Manipur,504829,,,101501
24-01-2021,Manipur,505699,,,101501
25-01-2021,Manipur,506991,,,101501
26-01-2021,Manipur,508273,,,101501
27-01-2021,Manipur,509108,,,101501
28-01-2021,Manipur,510714,,,101501
29-01-2021,Manipur,511987,,,101501
30-01-2021,Manipur,513812,,,101501
31-01-2021,Manipur,515122,,,101501
02-02-2021,Manipur,517553,,,101501
03-02-2021,Manipur,518960,,,101501
04-02-2021,Manipur,520516,,,101501
05-02-2021,Manipur,521834,,,101501
06-02-2021,Manipur,523291,,,101501
07-02-2021,Manipur,524987,,,101501
08-02-2021,Manipur,525613,,,101501
09-02-2021,Manipur,527458,,,101501
10-02-2021,Manipur,529293,,,101501
11-02-2021,Manipur,530329,,,101501
12-02-2021,Manipur,531521,,,101501
13-02-2021,Manipur,532806,,,101501
14-02-2021,Manipur,533846,,,101501
15-02-2021,Manipur,535045,,,101501
16-02-2021,Manipur,536243,,,101501
17-02-2021,Manipur,537514,,,101501
18-02-2021,Manipur,538938,,,101501
19-02-2021,Manipur,540337,,,101501
20-02-2021,Manipur,541446,,,101501
21-02-2021,Manipur,542337,,,101501
22-02-2021,Manipur,543414,,,101501
23-02-2021,Manipur,544506,,,101501
24-02-2021,Manipur,545722,,,101501
25-02-2021,Manipur,546862,,,101501
26-02-2021,Manipur,547871,,,101501
27-02-2021,Manipur,548903,,,101501
28-02-2021,Manipur,549740,,,101501
01-03-2021,Manipur,550326,,,101501
02-03-2021,Manipur,551409,,,101501
03-03-2021,Manipur,552172,,,101501
04-03-2021,Manipur,553091,,,101501
06-03-2021,Manipur,555138,,,101501
07-03-2021,Manipur,556094,,,101501
11-03-2021,Manipur,560456,,,101501
12-03-2021,Manipur,561270,,,101501
13-03-2021,Manipur,562200,,,101501
14-03-2021,Manipur,562916,,,101501
15-03-2021,Manipur,563479,,,101501
16-03-2021,Manipur,564419,,,101501
17-03-2021,Manipur,565579,,,101501
18-03-2021,Manipur,566178,,,101501
19-03-2021,Manipur,567126,,,101501
20-03-2021,Manipur,568085,,,101501
21-03-2021,Manipur,568814,,,101501
22-03-2021,Manipur,569545,,,101501
23-03-2021,Manipur,570546,,,101501
24-03-2021,Manipur,571447,,,101501
25-03-2021,Manipur,572332,,,101501
26-03-2021,Manipur,573075,,,101501
27-03-2021,Manipur,573820,,,101501
28-03-2021,Manipur,574525,,,101501
29-03-2021,Manipur,574884,,,101501
30-03-2021,Manipur,575412,,,101501
31-03-2021,Manipur,576140,,,101501
01-04-2021,Manipur,577082,,,101501
02-04-2021,Manipur,577941,,,101501
03-04-2021,Manipur,578877,,,101501
04-04-2021,Manipur,580265,,,101501
05-04-2021,Manipur,581304,,,101501
06-04-2021,Manipur,582439,,,101501
07-04-2021,Manipur,583322,,,101501
08-04-2021,Manipur,584391,,,101501
09-04-2021,Manipur,585041,,,101501
10-04-2021,Manipur,586090,,,101501
11-04-2021,Manipur,586817,,,101501
12-04-2021,Manipur,587729,,,101501
13-04-2021,Manipur,588540,,,101501
14-04-2021,Manipur,589389,,,101501
15-04-2021,Manipur,590238,,,101501
16-04-2021,Manipur,591431,,,101501
17-04-2021,Manipur,592588,,,101501
18-04-2021,Manipur,593783,,,101501
19-04-2021,Manipur,594750,,,101501
20-04-2021,Manipur,596703,,,101501
21-04-2021,Manipur,598268,,,101501
22-04-2021,Manipur,599801,,,101501
23-04-2021,Manipur,601600,,,101501
24-04-2021,Manipur,602832,,,101501
25-04-2021,Manipur,604620,,,101501
26-04-2021,Manipur,605708,,,101501
27-04-2021,Manipur,607553,,,101501
28-04-2021,Manipur,609910,,,101501
29-04-2021,Manipur,612489,,,101501
30-04-2021,Manipur,614444,,,101501
01-05-2021,Manipur,616666,,,101501
02-05-2021,Manipur,618926,,,101501
03-05-2021,Manipur,621082,,,101501
04-05-2021,Manipur,623555,,,101501
05-05-2021,Manipur,625498,,,101501
06-05-2021,Manipur,627856,,,101501
07-05-2021,Manipur,631277,,,101501
08-05-2021,Manipur,634101,,,101501
09-05-2021,Manipur,637265,,,101501
10-05-2021,Manipur,639778,,,101501
11-05-2021,Manipur,643220,,,101501
12-05-2021,Manipur,646740,,,101501
13-05-2021,Manipur,650507,,,101501
14-05-2021,Manipur,653736,,,101501
15-05-2021,Manipur,657167,,,101501
16-05-2021,Manipur,660531,,,101501
17-05-2021,Manipur,663079,,,101501
18-05-2021,Manipur,666280,,,101501
19-05-2021,Manipur,669375,,,101501
20-05-2021,Manipur,672488,,,101501
21-05-2021,Manipur,675645,,,101501
22-05-2021,Manipur,678808,,,101501
23-05-2021,Manipur,682417,,,101501
24-05-2021,Manipur,685017,,,101501
25-05-2021,Manipur,688805,,,101501
26-05-2021,Manipur,692880,,,101501
27-05-2021,Manipur,697178,,,101501
28-05-2021,Manipur,701485,,,101501
29-05-2021,Manipur,706385,,,101501
30-05-2021,Manipur,712778,,,101501
31-05-2021,Manipur,717426,,,101501
01-06-2021,Manipur,723146,,,101501
02-06-2021,Manipur,730078,,,101501
03-06-2021,Manipur,735845,,,101501
04-06-2021,Manipur,743534,,,101501
05-06-2021,Manipur,751763,,,101501
06-06-2021,Manipur,760536,,,101501
07-06-2021,Manipur,765523,,,101501
08-06-2021,Manipur,774451,,,101501
09-06-2021,Manipur,783395,,,101501
10-06-2021,Manipur,792403,,,101501
11-06-2021,Manipur,800223,,,101501
12-06-2021,Manipur,808181,,,101501
13-06-2021,Manipur,813240,,,101501
14-06-2021,Manipur,818497,,,101501
15-06-2021,Manipur,826571,,,101501
16-06-2021,Manipur,835063,,,101501
17-06-2021,Manipur,840947,,,101501
18-06-2021,Manipur,846789,,,101501
19-06-2021,Manipur,852662,,,101501
20-06-2021,Manipur,857153,,,101501
21-06-2021,Manipur,859425,,,101501
22-06-2021,Manipur,864216,,,101501
23-06-2021,Manipur,869552,,,101501
24-06-2021,Manipur,873826,,,101501
25-06-2021,Manipur,878417,,,101501
26-06-2021,Manipur,882933,,,101501
27-06-2021,Manipur,888118,,,101501
28-06-2021,Manipur,892611,,,101501
29-06-2021,Manipur,896997,,,101501
30-06-2021,Manipur,901999,,,101501
01-07-2021,Manipur,906459,,,101501
02-07-2021,Manipur,911276,,,101501
03-07-2021,Manipur,915719,,,101501
04-07-2021,Manipur,920039,,,101501
05-07-2021,Manipur,923243,,,101501
06-07-2021,Manipur,928312,,,101501
16-04-2020,Meghalaya,552,299,7,7
17-04-2020,Meghalaya,617,541,9,16
18-04-2020,Meghalaya,738,667,11,27
19-04-2020,Meghalaya,766,678,11,38
20-04-2020,Meghalaya,838,714,11,49
21-04-2020,Meghalaya,933,821,12,61
22-04-2020,Meghalaya,1046,904,12,73
23-04-2020,Meghalaya,1109,1000,12,85
24-04-2020,Meghalaya,1130,1048,12,97
25-04-2020,Meghalaya,1169,1097,12,109
27-04-2020,Meghalaya,1254,1182,12,121
28-04-2020,Meghalaya,1382,1202,12,133
29-04-2020,Meghalaya,1397,1288,12,145
30-04-2020,Meghalaya,1595,1433,12,157
02-05-2020,Meghalaya,1707,1655,12,169
04-05-2020,Meghalaya,1884,1782,12,181
05-05-2020,Meghalaya,1944,1822,12,193
07-05-2020,Meghalaya,2054,1967,12,205
09-05-2020,Meghalaya,2287,2178,12,217
10-05-2020,Meghalaya,2287,2178,13,230
11-05-2020,Meghalaya,2480,2342,13,243
15-05-2020,Meghalaya,2712,2597,13,256
18-05-2020,Meghalaya,2896,,13,269
19-05-2020,Meghalaya,3104,,13,282
20-05-2020,Meghalaya,3419,,13,295
22-05-2020,Meghalaya,3682,,14,309
26-05-2020,Meghalaya,6553,5599,15,324
27-05-2020,Meghalaya,6685,,20,344
31-05-2020,Meghalaya,7781,,27,371
01-06-2020,Meghalaya,8127,,27,398
02-06-2020,Meghalaya,8734,,28,426
03-06-2020,Meghalaya,9025,,28,454
04-06-2020,Meghalaya,9395,,31,485
05-06-2020,Meghalaya,9592,,31,516
06-06-2020,Meghalaya,10066,,33,549
07-06-2020,Meghalaya,10066,,33,582
08-06-2020,Meghalaya,10746,,36,618
09-06-2020,Meghalaya,11247,,40,658
10-06-2020,Meghalaya,11505,,44,702
11-06-2020,Meghalaya,11889,,44,746
12-06-2020,Meghalaya,12219,,44,790
13-06-2020,Meghalaya,12560,,44,834
15-06-2020,Meghalaya,13353,,44,878
16-06-2020,Meghalaya,13878,,44,922
17-06-2020,Meghalaya,14316,,43,965
18-06-2020,Meghalaya,14647,,43,1008
19-06-2020,Meghalaya,15104,,43,1051
20-06-2020,Meghalaya,15346,,43,1094
22-06-2020,Meghalaya,16296,,44,1138
23-06-2020,Meghalaya,16637,,46,1184
24-06-2020,Meghalaya,17115,,46,1230
25-06-2020,Meghalaya,17591,,46,1276
26-06-2020,Meghalaya,18103,,48,1324
27-06-2020,Meghalaya,18288,17741,48,1372
28-06-2020,Meghalaya,18441,17741,50,1422
29-06-2020,Meghalaya,18707,18651,51,1473
30-06-2020,Meghalaya,19294,18651,52,1525
01-07-2020,Meghalaya,19494,,55,1580
02-07-2020,Meghalaya,19732,,55,1635
03-07-2020,Meghalaya,20329,,58,1693
04-07-2020,Meghalaya,20744,,70,1763
05-07-2020,Meghalaya,20950,,72,1835
06-07-2020,Meghalaya,21502,,80,1915
07-07-2020,Meghalaya,21847,,90,2005
08-07-2020,Meghalaya,22000,,99,2104
09-07-2020,Meghalaya,22544,,104,2208
10-07-2020,Meghalaya,23108,,186,2394
11-07-2020,Meghalaya,23633,,262,2656
12-07-2020,Meghalaya,23876,,295,2951
13-07-2020,Meghalaya,24436,,309,3260
14-07-2020,Meghalaya,24899,,318,3578
15-07-2020,Meghalaya,24942,,346,3924
16-07-2020,Meghalaya,25263,24597,377,4301
17-07-2020,Meghalaya,25981,25178,403,4704
18-07-2020,Meghalaya,26940,26000,418,5122
19-07-2020,Meghalaya,26940,26000,450,5572
20-07-2020,Meghalaya,28163,26000,469,6041
21-07-2020,Meghalaya,29274,28167,490,6531
22-07-2020,Meghalaya,30009,28167,514,7045
23-07-2020,Meghalaya,30796,28967,534,7579
24-07-2020,Meghalaya,31367,,582,8161
25-07-2020,Meghalaya,32470,31085,595,8756
26-07-2020,Meghalaya,33076,,702,9458
27-07-2020,Meghalaya,34127,32766,738,10196
28-07-2020,Meghalaya,34362,33492,794,10990
29-07-2020,Meghalaya,34903,34239,794,11784
30-07-2020,Meghalaya,35572,34657,803,12587
31-07-2020,Meghalaya,35572,34657,818,13405
01-08-2020,Meghalaya,36341,,856,14261
02-08-2020,Meghalaya,37728,,868,15129
03-08-2020,Meghalaya,38596,37004,902,16031
04-08-2020,Meghalaya,38977,37004,913,16944
05-08-2020,Meghalaya,38977,37004,929,17873
06-08-2020,Meghalaya,39553,38412,990,18863
07-08-2020,Meghalaya,39782,39008,1006,19869
08-08-2020,Meghalaya,40631,39008,1023,20892
09-08-2020,Meghalaya,40700,39008,1062,21954
10-08-2020,Meghalaya,41734,,1114,23068
11-08-2020,Meghalaya,41734,,1136,24204
13-08-2020,Meghalaya,42084,,1165,25369
14-08-2020,Meghalaya,42706,,1191,26560
15-08-2020,Meghalaya,42910,,1292,27852
16-08-2020,Meghalaya,43800,,1374,29226
18-08-2020,Meghalaya,44234,,1454,30680
19-08-2020,Meghalaya,44695,,1506,32186
20-08-2020,Meghalaya,45151,43020,,32186
21-08-2020,Meghalaya,70413,,1718,33904
22-08-2020,Meghalaya,72409,70019,,33904
24-08-2020,Meghalaya,75239,72824,,33904
25-08-2020,Meghalaya,76762,74293,,33904
26-08-2020,Meghalaya,79126,76645,,33904
27-08-2020,Meghalaya,81012,78431,,33904
28-08-2020,Meghalaya,84038,81146,,33904
29-08-2020,Meghalaya,86214,83499,,33904
31-08-2020,Meghalaya,88963,85924,,33904
01-09-2020,Meghalaya,90477,87455,,33904
02-09-2020,Meghalaya,92453,89162,,33904
03-09-2020,Meghalaya,93817,90516,,33904
04-09-2020,Meghalaya,95457,91989,,33904
05-09-2020,Meghalaya,97550,,,33904
07-09-2020,Meghalaya,100071,,,33904
08-09-2020,Meghalaya,102487,98345,,33904
09-09-2020,Meghalaya,104090,99640,,33904
10-09-2020,Meghalaya,106064,102477,,33904
11-09-2020,Meghalaya,109518,104937,,33904
12-09-2020,Meghalaya,112221,107737,,33904
14-09-2020,Meghalaya,115901,111073,,33904
15-09-2020,Meghalaya,117518,113184,,33904
16-09-2020,Meghalaya,120576,115611,,33904
17-09-2020,Meghalaya,127571,122348,,33904
18-09-2020,Meghalaya,129503,124315,,33904
19-09-2020,Meghalaya,131433,126022,,33904
21-09-2020,Meghalaya,133259,127589,,33904
22-09-2020,Meghalaya,135571,130096,,33904
23-09-2020,Meghalaya,136932,131971,,33904
24-09-2020,Meghalaya,138942,133864,,33904
26-09-2020,Meghalaya,142426,,,33904
28-09-2020,Meghalaya,145681,,,33904
29-09-2020,Meghalaya,148298,142835,,33904
30-09-2020,Meghalaya,150809,145170,,33904
01-10-2020,Meghalaya,153177,147375,,33904
05-10-2020,Meghalaya,160779,154012,,33904
06-10-2020,Meghalaya,163061,156074,,33904
07-10-2020,Meghalaya,164879,157709,,33904
08-10-2020,Meghalaya,167265,160004,,33904
09-10-2020,Meghalaya,169449,162061,,33904
10-10-2020,Meghalaya,171415,163871,,33904
12-10-2020,Meghalaya,174756,166985,,33904
13-10-2020,Meghalaya,176348,168500,,33904
14-10-2020,Meghalaya,178894,170903,,33904
16-10-2020,Meghalaya,183808,175505,,33904
17-10-2020,Meghalaya,185467,177063,,33904
19-10-2020,Meghalaya,188256,179720,,33904
20-10-2020,Meghalaya,189783,181190,,33904
21-10-2020,Meghalaya,191490,182869,,33904
22-10-2020,Meghalaya,193190,184470,,33904
23-10-2020,Meghalaya,194818,186017,,33904
25-10-2020,Meghalaya,198343,189277,,33904
26-10-2020,Meghalaya,198343,189277,,33904
27-10-2020,Meghalaya,198790,189654,,33904
28-10-2020,Meghalaya,199611,190385,,33904
29-10-2020,Meghalaya,200391,191088,,33904
30-10-2020,Meghalaya,201296,191914,,33904
31-10-2020,Meghalaya,202056,192604,,33904
02-11-2020,Meghalaya,203556,193878,,33904
03-11-2020,Meghalaya,204462,194721,,33904
04-11-2020,Meghalaya,205879,196078,,33904
05-11-2020,Meghalaya,207471,197578,,33904
06-11-2020,Meghalaya,208730,198751,,33904
07-11-2020,Meghalaya,210079,200032,,33904
09-11-2020,Meghalaya,212448,202218,,33904
10-11-2020,Meghalaya,213973,203677,,33904
11-11-2020,Meghalaya,215624,205256,,33904
12-11-2020,Meghalaya,217077,206566,,33904
13-11-2020,Meghalaya,218315,207734,,33904
14-11-2020,Meghalaya,219427,208795,,33904
16-11-2020,Meghalaya,220717,210011,,33904
17-11-2020,Meghalaya,223084,212293,,33904
18-11-2020,Meghalaya,224381,213511,,33904
19-11-2020,Meghalaya,225659,214680,,33904
20-11-2020,Meghalaya,227199,216047,,33904
21-11-2020,Meghalaya,228455,217186,,33904
23-11-2020,Meghalaya,231117,219720,,33904
24-11-2020,Meghalaya,232602,221148,,33904
25-11-2020,Meghalaya,234160,222647,,33904
