Date,State,TotalSamples,Negative,Positive,total_positive
26-11-2020,Meghalaya,235838,224257,,33904
27-11-2020,Meghalaya,237388,225755,,33904
28-11-2020,Meghalaya,239176,227472,,33904
30-11-2020,Meghalaya,241631,229821,,33904
01-12-2020,Meghalaya,243668,231793,,33904
02-12-2020,Meghalaya,245177,233223,,33904
03-12-2020,Meghalaya,247928,235923,,33904
04-12-2020,Meghalaya,250430,238363,,33904
05-12-2020,Meghalaya,252594,240430,,33904
07-12-2020,Meghalaya,256221,243907,,33904
08-12-2020,Meghalaya,258439,246029,,33904
09-12-2020,Meghalaya,260267,247756,,33904
10-12-2020,Meghalaya,261625,249039,,33904
11-12-2020,Meghalaya,263433,250788,,33904
12-12-2020,Meghalaya,265057,252314,,33904
14-12-2020,Meghalaya,267771,254830,,33904
15-12-2020,Meghalaya,269808,256801,,33904
16-12-2020,Meghalaya,271896,258824,,33904
18-12-2020,Meghalaya,275934,262745,,33904
19-12-2020,Meghalaya,277791,264570,,33904
21-12-2020,Meghalaya,280244,266986,,33904
22-12-2020,Meghalaya,281866,268567,,33904
23-12-2020,Meghalaya,283632,270304,,33904
24-12-2020,Meghalaya,285139,271779,,33904
28-12-2020,Meghalaya,289092,275713,,33904
29-12-2020,Meghalaya,290360,276973,,33904
30-12-2020,Meghalaya,291959,278551,,33904
04-01-2021,Meghalaya,298554,285072,,33904
06-01-2021,Meghalaya,301969,288444,,33904
07-01-2021,Meghalaya,303590,290054,,33904
08-01-2021,Meghalaya,305124,291564,,33904
09-01-2021,Meghalaya,306472,292880,,33904
11-01-2021,Meghalaya,309055,295424,,33904
12-01-2021,Meghalaya,310487,296836,,33904
13-01-2021,Meghalaya,312221,298552,,33904
14-01-2021,Meghalaya,313914,300227,,33904
15-01-2021,Meghalaya,315290,301599,,33904
16-01-2021,Meghalaya,316632,302939,,33904
18-01-2021,Meghalaya,318901,305194,,33904
20-01-2021,Meghalaya,321819,308102,,33904
21-01-2021,Meghalaya,323284,309563,,33904
22-01-2021,Meghalaya,324588,310865,,33904
23-01-2021,Meghalaya,325872,312145,,33904
27-01-2021,Meghalaya,330810,317069,,33904
29-01-2021,Meghalaya,333315,319562,,33904
30-01-2021,Meghalaya,334713,320952,,33904
01-02-2021,Meghalaya,337242,323478,,33904
02-02-2021,Meghalaya,338615,324847,,33904
03-02-2021,Meghalaya,340228,326454,,33904
04-02-2021,Meghalaya,341580,327786,,33904
05-02-2021,Meghalaya,342795,328974,,33904
06-02-2021,Meghalaya,344070,330225,,33904
07-02-2021,Meghalaya,345293,331408,,33904
08-02-2021,Meghalaya,346146,332260,,33904
09-02-2021,Meghalaya,347510,333617,,33904
10-02-2021,Meghalaya,348913,334989,,33904
11-02-2021,Meghalaya,350493,336562,,33904
12-02-2021,Meghalaya,351714,337782,,33904
13-02-2021,Meghalaya,352900,339053,,33904
14-02-2021,Meghalaya,354157,340251,,33904
15-02-2021,Meghalaya,354931,340989,,33904
16-02-2021,Meghalaya,355905,341961,,33904
17-02-2021,Meghalaya,356663,342718,,33904
19-02-2021,Meghalaya,358903,344952,,33904
20-02-2021,Meghalaya,360092,346140,,33904
22-02-2021,Meghalaya,361857,347903,,33904
23-02-2021,Meghalaya,363076,349121,,33904
24-02-2021,Meghalaya,364517,350559,,33904
25-02-2021,Meghalaya,365778,351817,,33904
28-02-2021,Meghalaya,369262,355300,,33904
01-03-2021,Meghalaya,370067,356104,,33904
02-03-2021,Meghalaya,371538,357572,,33904
04-03-2021,Meghalaya,374169,360203,,33904
06-03-2021,Meghalaya,375245,361277,,33904
07-03-2021,Meghalaya,377326,363354,,33904
08-03-2021,Meghalaya,377949,363976,,33904
09-03-2021,Meghalaya,379237,365260,,33904
11-03-2021,Meghalaya,381349,367364,,33904
13-03-2021,Meghalaya,383450,369458,,33904
15-03-2021,Meghalaya,384524,370527,,33904
16-03-2021,Meghalaya,386593,372593,,33904
17-03-2021,Meghalaya,387629,373627,,33904
18-03-2021,Meghalaya,388592,374587,,33904
19-03-2021,Meghalaya,389679,375671,,33904
20-03-2021,Meghalaya,390648,376628,,33904
22-03-2021,Meghalaya,392474,378458,,33904
23-03-2021,Meghalaya,393744,379727,,33904
24-03-2021,Meghalaya,395112,381093,,33904
25-03-2021,Meghalaya,396300,382278,,33904
26-03-2021,Meghalaya,397634,383605,,33904
28-03-2021,Meghalaya,400173,,,33904
30-03-2021,Meghalaya,401189,387155,,33904
31-03-2021,Meghalaya,402571,388515,,33904
01-04-2021,Meghalaya,403861,389796,,33904
02-04-2021,Meghalaya,406446,392364,,33904
03-04-2021,Meghalaya,407216,393110,,33904
04-04-2021,Meghalaya,408884,394762,,33904
05-04-2021,Meghalaya,409992,395866,,33904
06-04-2021,Meghalaya,411344,397209,,33904
07-04-2021,Meghalaya,413109,398969,,33904
08-04-2021,Meghalaya,414890,400725,,33904
09-04-2021,Meghalaya,417459,403252,,33904
10-04-2021,Meghalaya,419769,405523,,33904
11-04-2021,Meghalaya,421655,407381,,33904
12-04-2021,Meghalaya,422738,408438,,33904
13-04-2021,Meghalaya,424940,410553,,33904
14-04-2021,Meghalaya,427651,413166,,33904
15-04-2021,Meghalaya,429358,414776,,33904
16-04-2021,Meghalaya,431805,417102,,33904
17-04-2021,Meghalaya,433687,418889,,33904
18-04-2021,Meghalaya,435552,420681,,33904
19-04-2021,Meghalaya,436898,421919,,33904
20-04-2021,Meghalaya,438825,423709,,33904
21-04-2021,Meghalaya,441749,426441,,33904
22-04-2021,Meghalaya,443730,428243,,33904
23-04-2021,Meghalaya,445913,430282,,33904
24-04-2021,Meghalaya,447985,432199,,33904
25-04-2021,Meghalaya,449420,433426,,33904
26-04-2021,Meghalaya,451828,435704,,33904
27-04-2021,Meghalaya,453972,437701,,33904
28-04-2021,Meghalaya,456470,440040,,33904
29-04-2021,Meghalaya,459023,442406,,33904
30-04-2021,Meghalaya,461570,444724,,33904
01-05-2021,Meghalaya,464863,447755,,33904
02-05-2021,Meghalaya,467645,450216,,33904
03-05-2021,Meghalaya,469686,452011,,33904
04-05-2021,Meghalaya,471988,453974,,33904
05-05-2021,Meghalaya,474680,456397,,33904
06-05-2021,Meghalaya,477676,459046,,33904
07-05-2021,Meghalaya,480778,461851,,33904
08-05-2021,Meghalaya,483733,464431,,33904
09-05-2021,Meghalaya,486058,466338,,33904
10-05-2021,Meghalaya,487843,467714,,33904
11-05-2021,Meghalaya,490677,470098,,33904
12-05-2021,Meghalaya,495358,474373,,33904
13-05-2021,Meghalaya,498727,477151,,33904
14-05-2021,Meghalaya,501466,479263,,33904
15-05-2021,Meghalaya,504687,481924,,33904
16-05-2021,Meghalaya,508574,485242,,33904
17-05-2021,Meghalaya,510902,486936,,33904
18-05-2021,Meghalaya,515062,490190,,33904
19-05-2021,Meghalaya,519311,493567,,33904
20-05-2021,Meghalaya,523287,496360,,33904
21-05-2021,Meghalaya,527955,500200,,33904
22-05-2021,Meghalaya,532756,503878,,33904
23-05-2021,Meghalaya,536905,507224,,33904
24-05-2021,Meghalaya,539538,509046,,33904
25-05-2021,Meghalaya,544951,513502,,33904
26-05-2021,Meghalaya,552324,520029,,33904
28-05-2021,Meghalaya,562661,528826,,33904
29-05-2021,Meghalaya,567966,533518,,33904
30-05-2021,Meghalaya,572812,537622,,33904
31-05-2021,Meghalaya,575001,539403,,33904
01-06-2021,Meghalaya,578167,542102,,33904
02-06-2021,Meghalaya,583183,546586,,33904
03-06-2021,Meghalaya,587391,550242,,33904
04-06-2021,Meghalaya,591464,553731,,33904
05-06-2021,Meghalaya,595501,557271,,33904
06-06-2021,Meghalaya,599057,560339,,33904
07-06-2021,Meghalaya,600888,561732,,33904
08-06-2021,Meghalaya,604628,565093,,33904
09-06-2021,Meghalaya,609389,569406,,33904
10-06-2021,Meghalaya,614481,573895,,33904
11-06-2021,Meghalaya,619544,578444,,33904
12-06-2021,Meghalaya,624143,582542,,33904
13-06-2021,Meghalaya,628160,586254,,33904
14-06-2021,Meghalaya,630067,587758,,33904
15-06-2021,Meghalaya,633824,591065,,33904
16-06-2021,Meghalaya,638873,595619,,33904
17-06-2021,Meghalaya,643644,599912,,33904
18-06-2021,Meghalaya,649771,605389,,33904
19-06-2021,Meghalaya,654266,609370,,33904
20-06-2021,Meghalaya,658197,612911,,33904
21-06-2021,Meghalaya,660358,614803,,33904
22-06-2021,Meghalaya,664539,618563,,33904
23-06-2021,Meghalaya,668949,622491,,33904
24-06-2021,Meghalaya,673392,626514,,33904
25-06-2021,Meghalaya,677942,630462,,33904
26-06-2021,Meghalaya,682117,634132,,33904
27-06-2021,Meghalaya,685541,637094,,33904
28-06-2021,Meghalaya,687754,638971,,33904
29-06-2021,Meghalaya,692507,643346,,33904
30-06-2021,Meghalaya,698098,648585,,33904
01-07-2021,Meghalaya,701787,651697,,33904
02-07-2021,Meghalaya,705768,655193,,33904
03-07-2021,Meghalaya,710164,659129,,33904
04-07-2021,Meghalaya,713885,662361,,33904
05-07-2021,Meghalaya,716248,664347,,33904
06-07-2021,Meghalaya,720409,668051,,33904
06-04-2020,Mizoram,58,0,1,1
07-04-2020,Mizoram,58,0,1,2
08-04-2020,Mizoram,74,,1,3
09-04-2020,Mizoram,84,,1,4
12-04-2020,Mizoram,87,,1,5
13-04-2020,Mizoram,89,,1,6
14-04-2020,Mizoram,91,,1,7
15-04-2020,Mizoram,94,,1,8
16-04-2020,Mizoram,94,,1,9
18-04-2020,Mizoram,102,,1,10
19-04-2020,Mizoram,116,,1,11
20-04-2020,Mizoram,132,,1,12
21-04-2020,Mizoram,135,,1,13
22-04-2020,Mizoram,135,,1,14
23-04-2020,Mizoram,137,,1,15
26-04-2020,Mizoram,146,,1,16
27-04-2020,Mizoram,146,,1,17
28-04-2020,Mizoram,158,,1,18
29-04-2020,Mizoram,179,,1,19
30-04-2020,Mizoram,180,,1,20
01-05-2020,Mizoram,180,,1,21
02-05-2020,Mizoram,183,,1,22
03-05-2020,Mizoram,183,,1,23
04-05-2020,Mizoram,183,,1,24
05-05-2020,Mizoram,188,,1,25
06-05-2020,Mizoram,195,,1,26
07-05-2020,Mizoram,197,,1,27
08-05-2020,Mizoram,199,,1,28
09-05-2020,Mizoram,201,,1,29
10-05-2020,Mizoram,201,,1,30
11-05-2020,Mizoram,206,,1,31
12-05-2020,Mizoram,224,,1,32
13-05-2020,Mizoram,224,,1,33
14-05-2020,Mizoram,273,,1,34
15-05-2020,Mizoram,273,,1,35
16-05-2020,Mizoram,282,,1,36
17-05-2020,Mizoram,282,,1,37
18-05-2020,Mizoram,301,,1,38
19-05-2020,Mizoram,313,,1,39
20-05-2020,Mizoram,315,,1,40
21-05-2020,Mizoram,320,,1,41
22-05-2020,Mizoram,324,,1,42
23-05-2020,Mizoram,336,,1,43
24-05-2020,Mizoram,342,,1,44
25-05-2020,Mizoram,359,,1,45
26-05-2020,Mizoram,438,,1,46
28-05-2020,Mizoram,516,,1,47
29-05-2020,Mizoram,529,,1,48
30-05-2020,Mizoram,686,,1,49
31-05-2020,Mizoram,777,,1,50
01-06-2020,Mizoram,896,,1,51
02-06-2020,Mizoram,1012,,13,64
03-06-2020,Mizoram,1095,,14,78
04-06-2020,Mizoram,1346,,17,95
05-06-2020,Mizoram,1687,,22,117
06-06-2020,Mizoram,1991,,24,141
07-06-2020,Mizoram,2252,,34,175
08-06-2020,Mizoram,2496,,42,217
09-06-2020,Mizoram,2747,,88,305
10-06-2020,Mizoram,2747,,102,407
11-06-2020,Mizoram,3152,,104,511
13-06-2020,Mizoram,3727,,107,618
14-06-2020,Mizoram,4327,,112,730
15-06-2020,Mizoram,4919,,117,847
16-06-2020,Mizoram,5524,,121,968
17-06-2020,Mizoram,6035,,121,1089
18-06-2020,Mizoram,6661,,130,1219
19-06-2020,Mizoram,7496,,130,1349
20-06-2020,Mizoram,8284,,140,1489
21-06-2020,Mizoram,8718,,141,1630
22-06-2020,Mizoram,9277,,142,1772
23-06-2020,Mizoram,9840,,142,1914
24-06-2020,Mizoram,10486,,145,2059
25-06-2020,Mizoram,11672,,145,2204
26-06-2020,Mizoram,12753,,147,2351
27-06-2020,Mizoram,12846,,150,2501
28-06-2020,Mizoram,13012,,151,2652
29-06-2020,Mizoram,13072,,151,2803
30-06-2020,Mizoram,13746,,151,2954
01-07-2020,Mizoram,13886,,160,3114
02-07-2020,Mizoram,13931,,160,3274
03-07-2020,Mizoram,14370,,162,3436
04-07-2020,Mizoram,14509,,164,3600
05-07-2020,Mizoram,14981,,186,3786
06-07-2020,Mizoram,15006,,191,3977
07-07-2020,Mizoram,15058,,197,4174
08-07-2020,Mizoram,15183,,201,4375
09-07-2020,Mizoram,15523,,203,4578
10-07-2020,Mizoram,15868,,226,4804
11-07-2020,Mizoram,16396,,226,5030
12-07-2020,Mizoram,16696,,227,5257
13-07-2020,Mizoram,16914,,233,5490
14-07-2020,Mizoram,16914,,233,5723
15-07-2020,Mizoram,17168,,238,5961
16-07-2020,Mizoram,17489,,267,6228
17-07-2020,Mizoram,17760,,272,6500
18-07-2020,Mizoram,17963,,282,6782
19-07-2020,Mizoram,18147,,284,7066
20-07-2020,Mizoram,18147,,284,7350
21-07-2020,Mizoram,18297,,297,7647
22-07-2020,Mizoram,18603,,317,7964
23-07-2020,Mizoram,19014,,326,8290
24-07-2020,Mizoram,19238,,332,8622
25-07-2020,Mizoram,19781,,361,8983
26-07-2020,Mizoram,20053,,361,9344
27-07-2020,Mizoram,20053,,361,9705
28-07-2020,Mizoram,20442,,384,10089
29-07-2020,Mizoram,20597,,395,10484
30-07-2020,Mizoram,20798,,397,10881
31-07-2020,Mizoram,21118,,408,11289
01-08-2020,Mizoram,21294,,413,11702
02-08-2020,Mizoram,21523,,468,12170
03-08-2020,Mizoram,21583,,482,12652
04-08-2020,Mizoram,21845,,501,13153
05-08-2020,Mizoram,21956,,504,13657
06-08-2020,Mizoram,22211,,537,14194
07-08-2020,Mizoram,22211,,537,14731
08-08-2020,Mizoram,22211,,537,15268
09-08-2020,Mizoram,23324,,608,15876
10-08-2020,Mizoram,23702,,620,16496
11-08-2020,Mizoram,23848,,623,17119
12-08-2020,Mizoram,24895,,648,17767
13-08-2020,Mizoram,25054,,649,18416
14-08-2020,Mizoram,25472,,656,19072
15-08-2020,Mizoram,25929,,713,19785
16-08-2020,Mizoram,26611,,,19785
17-08-2020,Mizoram,27115,,,19785
18-08-2020,Mizoram,27388,,,19785
19-08-2020,Mizoram,28076,,,19785
20-08-2020,Mizoram,28976,,,19785
21-08-2020,Mizoram,30753,,,19785
22-08-2020,Mizoram,32391,,,19785
23-08-2020,Mizoram,33486,,,19785
24-08-2020,Mizoram,33507,,,19785
25-08-2020,Mizoram,35214,,,19785
26-08-2020,Mizoram,36240,,,19785
27-08-2020,Mizoram,37452,,,19785
28-08-2020,Mizoram,38534,,,19785
29-08-2020,Mizoram,38906,,,19785
30-08-2020,Mizoram,40383,,,19785
31-08-2020,Mizoram,40797,,,19785
01-09-2020,Mizoram,41683,,,19785
02-09-2020,Mizoram,42332,,,19785
03-09-2020,Mizoram,42977,,,19785
04-09-2020,Mizoram,43846,,,19785
05-09-2020,Mizoram,44803,,,19785
06-09-2020,Mizoram,45073,,,19785
07-09-2020,Mizoram,45153,,,19785
08-09-2020,Mizoram,45925,,,19785
09-09-2020,Mizoram,46414,,,19785
10-09-2020,Mizoram,46638,,,19785
11-09-2020,Mizoram,47214,,,19785
12-09-2020,Mizoram,49091,,,19785
13-09-2020,Mizoram,50259,,,19785
14-09-2020,Mizoram,51316,,,19785
15-09-2020,Mizoram,52622,,,19785
16-09-2020,Mizoram,54199,,,19785
17-09-2020,Mizoram,55463,,,19785
18-09-2020,Mizoram,57012,,,19785
19-09-2020,Mizoram,59015,,,19785
20-09-2020,Mizoram,60759,,,19785
21-09-2020,Mizoram,62407,,,19785
22-09-2020,Mizoram,64312,,,19785
23-09-2020,Mizoram,66320,,,19785
24-09-2020,Mizoram,68340,,,19785
25-09-2020,Mizoram,70483,,,19785
26-09-2020,Mizoram,72410,,,19785
27-09-2020,Mizoram,74326,,,19785
28-09-2020,Mizoram,75552,,,19785
29-09-2020,Mizoram,76976,,,19785
30-09-2020,Mizoram,78491,,,19785
01-10-2020,Mizoram,79743,,,19785
02-10-2020,Mizoram,80859,,,19785
03-10-2020,Mizoram,81967,,,19785
04-10-2020,Mizoram,82667,,,19785
05-10-2020,Mizoram,83092,,,19785
06-10-2020,Mizoram,83965,,,19785
07-10-2020,Mizoram,84822,,,19785
08-10-2020,Mizoram,85701,,,19785
09-10-2020,Mizoram,85986,,,19785
10-10-2020,Mizoram,87240,,,19785
11-10-2020,Mizoram,87699,,,19785
12-10-2020,Mizoram,88551,,,19785
13-10-2020,Mizoram,89795,,,19785
14-10-2020,Mizoram,90748,,,19785
15-10-2020,Mizoram,92151,,,19785
16-10-2020,Mizoram,93584,,,19785
17-10-2020,Mizoram,95288,,,19785
19-10-2020,Mizoram,96427,,,19785
20-10-2020,Mizoram,97664,,,19785
21-10-2020,Mizoram,99424,,,19785
22-10-2020,Mizoram,100553,,,19785
23-10-2020,Mizoram,101868,,,19785
24-10-2020,Mizoram,102952,,,19785
25-10-2020,Mizoram,104131,,,19785
26-10-2020,Mizoram,104545,,,19785
27-10-2020,Mizoram,106304,,,19785
28-10-2020,Mizoram,107811,,,19785
29-10-2020,Mizoram,109476,,,19785
30-10-2020,Mizoram,111058,,,19785
31-10-2020,Mizoram,112216,,,19785
01-11-2020,Mizoram,113915,,,19785
02-11-2020,Mizoram,114065,,,19785
03-11-2020,Mizoram,115980,,,19785
04-11-2020,Mizoram,117038,,,19785
05-11-2020,Mizoram,118253,,,19785
06-11-2020,Mizoram,119661,,,19785
07-11-2020,Mizoram,121633,,,19785
08-11-2020,Mizoram,123015,,,19785
09-11-2020,Mizoram,123185,,,19785
10-11-2020,Mizoram,124730,,,19785
11-11-2020,Mizoram,126142,,,19785
12-11-2020,Mizoram,127101,,,19785
13-11-2020,Mizoram,128261,,,19785
14-11-2020,Mizoram,129407,,,19785
15-11-2020,Mizoram,129990,,,19785
16-11-2020,Mizoram,130825,,,19785
17-11-2020,Mizoram,132404,,,19785
18-11-2020,Mizoram,134538,,,19785
19-11-2020,Mizoram,135926,,,19785
20-11-2020,Mizoram,137933,,,19785
21-11-2020,Mizoram,139021,,,19785
22-11-2020,Mizoram,140073,,,19785
23-11-2020,Mizoram,140387,,,19785
24-11-2020,Mizoram,142133,,,19785
25-11-2020,Mizoram,143687,,,19785
26-11-2020,Mizoram,145189,,,19785
27-11-2020,Mizoram,146556,,,19785
28-11-2020,Mizoram,148003,,,19785
29-11-2020,Mizoram,149061,,,19785
30-11-2020,Mizoram,150119,,,19785
01-12-2020,Mizoram,151056,,,19785
02-12-2020,Mizoram,152137,,,19785
03-12-2020,Mizoram,153180,,,19785
04-12-2020,Mizoram,154157,,,19785
05-12-2020,Mizoram,155507,,,19785
06-12-2020,Mizoram,156651,,,19785
07-12-2020,Mizoram,157292,,,19785
08-12-2020,Mizoram,158844,,,19785
09-12-2020,Mizoram,159714,,,19785
10-12-2020,Mizoram,161036,,,19785
11-12-2020,Mizoram,162246,,,19785
12-12-2020,Mizoram,163202,,,19785
13-12-2020,Mizoram,164318,,,19785
14-12-2020,Mizoram,164617,,,19785
15-12-2020,Mizoram,165763,,,19785
16-12-2020,Mizoram,167275,,,19785
17-12-2020,Mizoram,168082,,,19785
18-12-2020,Mizoram,169138,,,19785
19-12-2020,Mizoram,170231,,,19785
20-12-2020,Mizoram,171122,,,19785
21-12-2020,Mizoram,171305,,,19785
22-12-2020,Mizoram,172481,,,19785
23-12-2020,Mizoram,173567,,,19785
24-12-2020,Mizoram,174742,,,19785
25-12-2020,Mizoram,175756,,,19785
27-12-2020,Mizoram,176131,,,19785
28-12-2020,Mizoram,176234,,,19785
29-12-2020,Mizoram,177387,,,19785
31-12-2020,Mizoram,179594,,,19785
01-01-2021,Mizoram,180519,,,19785
02-01-2021,Mizoram,180620,,,19785
03-01-2021,Mizoram,181165,,,19785
04-01-2021,Mizoram,181351,,,19785
05-01-2021,Mizoram,182272,,,19785
06-01-2021,Mizoram,183145,,,19785
07-01-2021,Mizoram,184069,,,19785
08-01-2021,Mizoram,185161,,,19785
09-01-2021,Mizoram,186098,,,19785
10-01-2021,Mizoram,186887,,,19785
11-01-2021,Mizoram,187097,,,19785
12-01-2021,Mizoram,188118,,,19785
13-01-2021,Mizoram,189196,,,19785
14-01-2021,Mizoram,190060,,,19785
15-01-2021,Mizoram,191096,,,19785
16-01-2021,Mizoram,191982,,,19785
17-01-2021,Mizoram,192766,,,19785
18-01-2021,Mizoram,193034,,,19785
19-01-2021,Mizoram,194415,,,19785
20-01-2021,Mizoram,195534,,,19785
21-01-2021,Mizoram,197674,,,19785
22-01-2021,Mizoram,198999,,,19785
23-01-2021,Mizoram,200128,,,19785
24-01-2021,Mizoram,201240,,,19785
25-01-2021,Mizoram,201360,,,19785
27-01-2021,Mizoram,203378,,,19785
28-01-2021,Mizoram,204491,,,19785
29-01-2021,Mizoram,205361,,,19785
30-01-2021,Mizoram,206095,,,19785
31-01-2021,Mizoram,207303,,,19785
01-02-2021,Mizoram,207778,,,19785
02-02-2021,Mizoram,209012,,,19785
03-02-2021,Mizoram,209716,,,19785
04-02-2021,Mizoram,211423,,,19785
05-02-2021,Mizoram,212732,,,19785
06-02-2021,Mizoram,214309,,,19785
07-02-2021,Mizoram,214776,,,19785
08-02-2021,Mizoram,215331,,,19785
09-02-2021,Mizoram,216510,,,19785
10-02-2021,Mizoram,217442,,,19785
11-02-2021,Mizoram,218043,,,19785
12-02-2021,Mizoram,219250,,,19785
14-02-2021,Mizoram,220482,,,19785
15-02-2021,Mizoram,220610,,,19785
16-02-2021,Mizoram,221744,,,19785
17-02-2021,Mizoram,222475,,,19785
18-02-2021,Mizoram,223448,,,19785
19-02-2021,Mizoram,224471,,,19785
20-02-2021,Mizoram,225762,,,19785
21-02-2021,Mizoram,226402,,,19785
22-02-2021,Mizoram,226729,,,19785
23-02-2021,Mizoram,227698,,,19785
24-02-2021,Mizoram,228634,,,19785
25-02-2021,Mizoram,229425,,,19785
26-02-2021,Mizoram,230420,,,19785
27-02-2021,Mizoram,231396,,,19785
28-02-2021,Mizoram,232060,,,19785
01-03-2021,Mizoram,232293,,,19785
02-03-2021,Mizoram,233304,,,19785
03-03-2021,Mizoram,234742,,,19785
04-03-2021,Mizoram,235319,,,19785
05-03-2021,Mizoram,236334,,,19785
06-03-2021,Mizoram,237047,,,19785
08-03-2021,Mizoram,237957,,,19785
09-03-2021,Mizoram,239090,,,19785
10-03-2021,Mizoram,239750,,,19785
11-03-2021,Mizoram,240444,,,19785
12-03-2021,Mizoram,240960,,,19785
13-03-2021,Mizoram,241471,,,19785
14-03-2021,Mizoram,242331,,,19785
15-03-2021,Mizoram,242541,,,19785
16-03-2021,Mizoram,243076,,,19785
18-03-2021,Mizoram,244539,,,19785
19-03-2021,Mizoram,245225,,,19785
20-03-2021,Mizoram,245679,,,19785
21-03-2021,Mizoram,246189,,,19785
22-03-2021,Mizoram,246527,,,19785
23-03-2021,Mizoram,247247,,,19785
24-03-2021,Mizoram,247878,,,19785
25-03-2021,Mizoram,248310,,,19785
26-03-2021,Mizoram,249029,,,19785
27-03-2021,Mizoram,249659,,,19785
28-03-2021,Mizoram,251064,,,19785
29-03-2021,Mizoram,251302,,,19785
30-03-2021,Mizoram,251722,,,19785
31-03-2021,Mizoram,252400,,,19785
01-04-2021,Mizoram,253203,,,19785
02-04-2021,Mizoram,253938,,,19785
03-04-2021,Mizoram,254324,,,19785
04-04-2021,Mizoram,254871,,,19785
05-04-2021,Mizoram,255297,,,19785
06-04-2021,Mizoram,256032,,,19785
07-04-2021,Mizoram,257181,,,19785
08-04-2021,Mizoram,258555,,,19785
09-04-2021,Mizoram,259943,,,19785
10-04-2021,Mizoram,260728,,,19785
11-04-2021,Mizoram,262310,,,19785
12-04-2021,Mizoram,262830,,,19785
13-04-2021,Mizoram,264490,,,19785
14-04-2021,Mizoram,266380,,,19785
